INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE,AREA_Adyar,AREA_AnnaNagar,AREA_Chromepet,AREA_KKNagar,AREA_Karapakkam,AREA_TNagar,AREA_Velachery
1718,2,1,1,1,11,16246070,0,0,0,0,0,0,1
1863,3,2,0,1,48,11077460,0,0,0,0,0,0,1
746,1,1,0,1,18,8834250,0,0,1,0,0,0,0
940,1,1,1,0,16,9446200,0,0,1,0,0,0,0
1569,1,1,2,0,12,12196510,0,0,0,0,0,1,0
2219,3,2,0,1,7,12382360,0,0,0,1,0,0,0
843,1,1,0,0,12,5016625,0,0,0,0,1,0,0
1779,1,1,2,0,20,13081220,0,0,0,0,0,1,0
543,1,1,0,0,10,4521500,0,0,0,0,1,0,0
2215,3,2,0,0,6,17812120,0,0,0,1,0,0,0
551,1,1,0,1,39,5162250,0,0,0,0,1,0,0
692,1,1,0,1,33,4485750,0,0,0,0,1,0,0
2432,4,2,0,1,24,13849520,0,0,0,1,0,0,0
892,1,1,1,0,31,10753200,0,0,1,0,0,0,0
1734,2,1,1,1,24,15722880,0,0,0,1,0,0,0
944,1,1,1,0,24,7028960,1,0,0,0,0,0,0
1924,3,2,0,1,25,11095900,0,0,0,0,0,0,1
1688,1,1,2,0,39,10560230,0,1,0,0,0,0,0
1721,2,1,1,0,8,10728800,0,0,0,1,0,0,0
745,1,1,0,1,39,10609450,0,0,1,0,0,0,0
1590,2,2,0,1,30,11415250,0,0,0,0,1,0,0
1719,2,1,1,1,10,15598600,0,0,0,1,0,0,0
838,1,1,1,1,6,7812900,0,0,1,0,0,0,0
1941,3,2,0,0,6,12045160,0,0,0,1,0,0,0
1215,2,1,1,0,8,10569900,0,0,1,0,0,0,0
926,1,1,1,1,15,5561250,0,0,0,0,1,0,0
1609,1,1,2,0,6,11671660,0,1,0,0,0,0,0
1226,2,1,1,1,9,10133720,0,0,1,0,0,0,0
1478,2,1,1,0,24,10119880,0,0,0,1,0,0,0
1041,1,1,1,1,6,13933850,0,0,1,0,0,0,0
1420,2,2,0,0,50,8222000,0,0,0,0,1,0,0
1933,2,1,2,0,27,22593290,0,1,0,0,0,0,0
1093,1,1,1,0,18,9652510,0,0,1,0,0,0,0
1683,2,1,1,0,30,8581000,0,0,0,0,0,0,1
1165,1,1,1,1,23,7605945,1,0,0,0,0,0,0
1083,1,1,1,0,39,13129250,0,0,1,0,0,0,0
2004,3,2,0,0,17,10047540,0,0,0,1,0,0,0
1102,1,1,1,1,30,8911850,0,0,1,0,0,0,0
1565,2,1,1,1,38,13874910,0,0,0,0,0,0,1
1938,2,1,2,0,19,12798530,0,0,0,0,0,1,0
1615,2,1,1,0,8,9003860,0,0,0,0,0,0,1
746,1,1,0,1,38,9029500,0,0,0,0,1,0,0
824,1,1,1,1,6,11570100,0,0,1,0,0,0,0
2432,4,2,0,1,16,13902360,0,0,0,1,0,0,0
645,1,1,0,0,34,7575500,0,0,0,0,1,0,0
1850,3,2,0,1,18,9150230,0,0,0,0,0,0,1
1985,3,2,0,0,20,9893420,0,0,0,1,0,0,0
1031,1,1,1,1,14,7121000,0,0,0,0,1,0,0
1604,2,1,1,0,30,6334300,0,0,0,0,0,0,1
640,1,1,0,1,29,8739135,1,0,0,0,0,0,0
1666,1,1,2,1,19,13390780,0,1,0,0,0,0,0
770,1,1,0,1,49,6386750,0,0,0,0,1,0,0
1815,2,1,2,1,11,21165570,0,0,0,0,0,1,0
2203,3,2,0,1,22,18055240,0,0,0,1,0,0,0
1194,1,1,1,0,34,6501500,0,0,0,0,1,0,0
1832,3,2,0,0,12,12583340,0,0,0,0,0,0,1
639,1,1,0,0,27,7112250,0,0,0,0,1,0,0
1638,1,1,2,0,19,10983530,0,1,0,0,0,0,0
1800,2,1,1,0,27,15728210,0,0,0,0,0,0,1
909,1,1,1,1,16,10578000,0,0,0,0,1,0,0
1184,1,1,1,1,36,8425000,0,0,0,0,1,0,0
1803,3,2,0,1,31,11541320,0,0,0,0,0,0,1
713,1,1,0,0,24,7865000,0,0,1,0,0,0,0
1624,2,1,1,1,20,7269300,0,0,0,0,0,0,1
1077,1,1,1,1,28,9801720,1,0,0,0,0,0,0
1729,2,1,1,0,26,8896740,0,0,0,1,0,0,0
1065,1,1,1,0,10,12311250,0,0,1,0,0,0,0
1671,1,1,2,1,26,12256520,0,1,0,0,0,0,0
510,1,1,0,1,42,6583500,0,0,0,0,1,0,0
1181,1,1,1,0,24,8557760,1,0,0,0,0,0,0
758,1,1,0,0,16,9440800,0,0,1,0,0,0,0
2156,3,2,0,1,14,12558620,0,0,0,1,0,0,0
2004,3,2,0,1,25,12074700,0,0,0,1,0,0,0
1067,1,1,1,1,26,8299100,0,0,1,0,0,0,0
1085,1,1,1,0,23,8434850,0,0,1,0,0,0,0
1064,1,1,1,0,11,14038465,1,0,0,0,0,0,0
739,1,1,0,0,22,9729650,0,0,1,0,0,0,0
1829,2,1,2,1,29,12627130,0,1,0,0,0,0,0
1637,1,1,2,1,43,11905180,0,0,0,0,0,1,0
763,1,1,0,0,35,8182525,1,0,0,0,0,0,0
1138,1,1,1,0,23,7704145,1,0,0,0,0,0,0
1724,1,1,2,1,22,12952940,0,1,0,0,0,0,0
1017,1,1,1,1,13,9255790,0,0,1,0,0,0,0
732,1,1,0,0,50,3974000,0,0,0,0,1,0,0
1926,3,2,0,0,41,9477620,0,0,0,0,0,0,1
958,1,1,1,0,24,9318660,0,0,1,0,0,0,0
1938,3,2,0,0,43,8328830,0,0,0,0,0,0,1
1362,2,2,0,0,38,8358250,0,0,0,0,1,0,0
1627,2,1,1,0,15,8748900,0,0,0,0,0,0,1
737,1,1,0,0,34,6030000,0,0,0,0,1,0,0
726,1,1,0,0,19,11227800,0,0,1,0,0,0,0
2189,3,2,0,1,16,11132540,0,0,0,1,0,0,0
890,1,1,1,1,31,11045865,1,0,0,0,0,0,0
810,1,1,1,0,8,7561350,0,0,1,0,0,0,0
1592,2,2,0,1,7,6433250,0,0,0,0,1,0,0
1245,2,2,0,0,9,8352235,1,0,0,0,0,0,0
1479,2,1,1,0,21,13025840,0,0,0,1,0,0,0
1259,2,1,1,1,34,12017530,0,0,1,0,0,0,0
2042,3,2,0,1,15,12386540,0,0,0,1,0,0,0
663,1,1,0,1,27,9938250,0,0,0,0,1,0,0
2439,4,2,0,1,6,13774720,0,0,0,1,0,0,0
1888,2,1,2,1,42,14042030,0,0,0,0,0,1,0
1655,2,2,0,1,26,11697500,0,0,0,0,1,0,0
1197,1,1,1,1,28,8116035,1,0,0,0,0,0,0
966,1,1,1,1,5,12584475,1,0,0,0,0,0,0
807,1,1,0,0,31,3953125,0,0,0,0,1,0,0
862,1,1,1,1,15,11637200,0,0,1,0,0,0,0
1625,2,1,1,0,13,14013210,0,0,0,0,0,0,1
1143,1,1,1,0,22,12525300,0,0,1,0,0,0,0
967,1,1,1,1,12,14064400,0,0,1,0,0,0,0
1168,1,1,1,1,38,13063900,0,0,1,0,0,0,0
1744,2,1,1,0,7,15120240,0,0,0,0,0,0,1
1966,3,2,0,0,13,11354230,0,0,0,0,0,0,1
1722,2,1,1,1,17,10728940,0,0,0,0,0,0,1
1541,2,1,1,1,52,7851840,0,0,0,0,0,0,1
1409,2,1,1,0,23,8545660,0,0,0,1,0,0,0
1936,3,2,0,1,11,16549820,0,0,0,1,0,0,0
2474,4,2,0,0,11,12913500,0,0,0,1,0,0,0
1217,2,1,1,0,37,8829350,0,0,1,0,0,0,0
1057,1,1,1,1,29,13875150,0,0,1,0,0,0,0
955,1,1,1,0,22,12610500,0,0,1,0,0,0,0
1608,1,1,2,1,38,19359180,0,0,0,0,0,1,0
1010,1,1,1,0,37,7368100,0,0,1,0,0,0,0
1170,1,1,1,0,34,14029100,0,0,1,0,0,0,0
982,1,1,1,1,44,5028250,0,0,0,0,1,0,0
763,1,1,0,0,27,6321500,0,0,0,0,1,0,0
778,1,1,0,0,33,5856595,1,0,0,0,0,0,0
1502,2,2,0,1,19,7825250,0,0,0,0,1,0,0
1110,1,1,1,1,11,10708380,1,0,0,0,0,0,0
759,1,1,0,0,29,7372180,0,0,1,0,0,0,0
1789,1,1,2,1,34,21512830,0,1,0,0,0,0,0
1884,3,2,0,1,20,15533370,0,0,0,0,0,0,1
1181,1,1,1,1,9,11371920,0,0,1,0,0,0,0
1567,2,1,1,0,12,10388980,0,0,0,1,0,0,0
686,1,1,0,0,37,4762750,0,0,0,0,1,0,0
1630,2,1,1,0,23,8689410,0,0,0,0,0,0,1
1503,2,1,1,1,10,10790620,0,0,0,1,0,0,0
1754,2,1,1,1,18,11481960,0,0,0,0,0,0,1
1299,1,1,1,0,49,8259750,0,0,0,0,1,0,0
983,1,1,1,1,30,9346410,0,0,1,0,0,0,0
1708,1,1,2,1,34,20841430,0,0,0,0,0,1,0
1230,2,1,1,1,22,15118500,0,0,1,0,0,0,0
1760,2,1,1,1,5,15202400,0,0,0,0,0,0,1
1180,1,1,1,1,39,8628250,0,0,1,0,0,0,0
1915,2,1,2,1,38,15486610,0,0,0,0,0,1,0
1533,2,2,0,0,47,11377000,0,0,0,0,1,0,0
534,1,1,0,0,29,5378000,0,0,0,0,1,0,0
1404,2,1,1,1,22,10334640,0,0,0,1,0,0,0
949,1,1,1,1,13,7774950,0,0,1,0,0,0,0
1876,3,2,0,0,15,9235150,0,0,0,0,0,0,1
753,1,1,0,1,39,9266600,0,0,1,0,0,0,0
993,1,1,1,1,20,9404600,0,0,1,0,0,0,0
1257,1,1,1,0,8,6771500,0,0,0,0,1,0,0
1280,2,1,1,1,26,15311500,0,0,1,0,0,0,0
1337,2,1,1,1,16,9389920,0,0,0,1,0,0,0
2325,4,2,0,0,22,11948440,0,0,0,1,0,0,0
1946,3,2,0,1,21,12129270,0,0,0,0,0,0,1
1719,1,1,2,1,45,11681650,0,1,0,0,0,0,0
1636,2,1,1,1,37,15224290,0,0,0,0,0,0,1
1264,2,1,1,1,23,15490850,0,0,1,0,0,0,0
780,1,1,0,1,30,7608500,0,0,0,0,1,0,0
2178,3,2,0,0,29,17268380,0,0,0,1,0,0,0
1232,1,1,1,1,25,7500750,0,0,0,0,1,0,0
762,1,1,0,0,23,3608250,0,0,0,0,1,0,0
1934,2,1,2,1,8,14019480,0,0,0,0,0,1,0
978,1,1,1,0,26,10283690,1,0,0,0,0,0,0
2248,4,2,0,0,22,11109840,0,0,0,1,0,0,0
1991,2,1,2,0,12,21350340,0,1,0,0,0,0,0
573,1,1,0,1,32,5582500,0,0,0,0,1,0,0
2496,4,2,0,1,27,20231160,0,0,0,1,0,0,0
1931,3,2,0,0,16,10770140,0,0,0,1,0,0,0
652,1,1,0,0,6,4664500,0,0,0,0,1,0,0
770,1,1,0,1,12,8086750,0,0,1,0,0,0,0
1323,1,1,1,0,30,10049250,0,0,0,0,1,0,0
2180,3,2,0,0,26,11237140,0,0,0,1,0,0,0
2458,4,2,0,0,28,18763360,0,0,0,1,0,0,0
1684,2,1,1,1,16,10088120,0,0,0,0,0,0,1
1556,1,1,2,0,5,18286600,0,1,0,0,0,0,0
526,1,1,0,1,13,6956750,0,0,0,0,1,0,0
714,1,1,0,1,36,10312400,0,0,1,0,0,0,0
748,1,1,0,0,34,5699500,0,0,0,0,1,0,0
635,1,1,0,0,40,6036800,1,0,0,0,0,0,0
1137,1,1,1,1,19,10145540,0,0,1,0,0,0,0
1132,1,1,1,1,16,7387000,0,0,0,0,1,0,0
1804,2,1,2,1,21,13073340,0,1,0,0,0,0,0
2327,4,2,0,0,17,11494940,0,0,0,1,0,0,0
1966,3,2,0,1,20,12383920,0,0,0,1,0,0,0
552,1,1,0,0,21,6624750,0,0,0,0,1,0,0
1862,3,2,0,0,16,15087520,0,0,0,1,0,0,0
1640,2,1,1,1,37,10295890,0,0,0,0,0,0,1
1232,2,1,1,1,14,15414900,0,0,1,0,0,0,0
799,1,1,0,1,32,8172980,0,0,1,0,0,0,0
1114,1,1,1,0,25,5360500,0,0,0,0,1,0,0
1444,2,2,0,0,35,6613250,0,0,0,0,1,0,0
2369,4,2,0,1,9,13250400,0,0,0,1,0,0,0
1642,2,2,0,0,41,12829750,0,0,0,0,1,0,0
771,1,1,0,0,8,10724600,0,0,1,0,0,0,0
1595,2,1,1,1,13,9524080,0,0,0,0,0,0,1
1766,1,1,2,1,37,20283340,0,0,0,0,0,1,0
1692,2,1,1,1,24,9427130,0,0,0,0,0,0,1
1827,2,1,2,1,35,21340820,0,0,0,0,0,1,0
1256,2,1,1,0,11,8547800,0,0,1,0,0,0,0
1892,3,2,0,0,45,10412770,0,0,0,0,0,0,1
1541,1,1,2,1,32,18197010,0,0,0,0,0,1,0
798,1,1,0,0,26,6350490,1,0,0,0,0,0,0
1845,3,2,0,1,52,10104040,0,0,0,0,0,0,1
1519,1,1,2,0,32,12336310,0,1,0,0,0,0,0
950,1,1,1,1,9,10978335,1,0,0,0,0,0,0
910,1,1,1,0,5,6721750,0,0,0,0,1,0,0
828,1,1,0,0,22,7031000,0,0,0,0,1,0,0
1551,1,1,2,0,32,11925160,0,1,0,0,0,0,0
831,1,1,1,1,17,9732220,0,0,1,0,0,0,0
1196,1,1,1,0,10,12787100,0,0,1,0,0,0,0
1589,2,2,0,0,40,7242250,0,0,0,0,1,0,0
1874,2,1,2,1,28,14635980,0,1,0,0,0,0,0
1867,2,1,2,1,33,20581260,0,0,0,0,0,1,0
1909,2,1,2,1,15,20600300,0,0,0,0,0,1,0
672,1,1,0,0,19,4456285,1,0,0,0,0,0,0
1997,2,1,2,0,23,21744380,0,1,0,0,0,0,0
1700,1,1,2,0,22,13342960,0,1,0,0,0,0,0
1934,3,2,0,1,20,16063820,0,0,0,1,0,0,0
1716,1,1,2,0,5,19151250,0,1,0,0,0,0,0
736,1,1,0,0,32,8817800,0,0,1,0,0,0,0
1505,2,1,1,0,39,8239330,0,0,0,0,0,0,1
689,1,1,0,1,4,6946275,1,0,0,0,0,0,0
862,1,1,1,0,39,7215190,0,0,1,0,0,0,0
1320,1,1,1,1,27,7774000,0,0,0,0,1,0,0
2300,4,2,0,0,16,12369320,0,0,0,1,0,0,0
1697,2,1,1,0,35,8632400,0,0,0,0,0,0,1
2178,3,2,0,0,11,10917620,0,0,0,1,0,0,0
1229,2,1,1,0,4,10107150,0,0,1,0,0,0,0
1549,1,1,2,0,44,16686780,0,0,0,0,0,1,0
1911,3,2,0,0,7,8051490,0,0,0,0,0,0,1
1654,1,1,2,0,38,12493450,0,1,0,0,0,0,0
1224,2,1,1,0,23,9598800,0,0,1,0,0,0,0
927,1,1,1,0,25,5644750,0,0,0,0,1,0,0
1166,1,1,1,0,14,14849300,0,0,1,0,0,0,0
900,1,1,1,1,12,9789995,1,0,0,0,0,0,0
1924,2,1,2,0,5,13708870,0,0,0,0,0,1,0
1527,2,1,1,0,15,11709470,0,0,0,0,0,0,1
1773,2,1,1,0,16,7840470,0,0,0,0,0,0,1
2187,3,2,0,1,18,17735560,0,0,0,1,0,0,0
1574,2,1,1,1,47,13737660,0,0,0,0,0,0,1
2235,4,2,0,1,13,18257260,0,0,0,1,0,0,0
776,1,1,0,1,17,11711950,0,0,1,0,0,0,0
1030,1,1,1,1,25,13840875,1,0,0,0,0,0,0
791,1,1,0,1,5,8747420,0,0,1,0,0,0,0
1600,1,1,2,0,34,18127850,0,1,0,0,0,0,0
1270,2,1,1,0,18,8572850,0,0,1,0,0,0,0
1150,1,1,1,0,14,8882750,0,0,1,0,0,0,0
2369,4,2,0,1,28,19436960,0,0,0,1,0,0,0
1814,2,1,2,1,23,20421310,0,1,0,0,0,0,0
1925,2,1,2,0,14,22499550,0,0,0,0,0,1,0
1217,1,1,1,1,4,5710250,0,0,0,0,1,0,0
1668,1,1,2,0,21,10839370,0,1,0,0,0,0,0
1668,2,1,1,1,50,10249920,0,0,0,0,0,0,1
1435,2,2,0,1,40,10813000,0,0,0,0,1,0,0
762,1,1,0,0,35,7283940,1,0,0,0,0,0,0
1816,3,2,0,0,26,9423970,0,0,0,0,0,0,1
1255,2,1,1,0,36,10222950,0,0,1,0,0,0,0
2011,3,2,0,1,28,12914980,0,0,0,1,0,0,0
1874,3,2,0,1,26,14057920,0,0,0,0,0,0,1
1743,2,1,1,0,17,12498160,0,0,0,0,0,0,1
1545,1,1,2,1,22,19030440,0,1,0,0,0,0,0
782,1,1,0,1,8,11934800,0,0,1,0,0,0,0
1349,2,2,0,1,5,7141125,0,0,0,0,1,0,0
2443,4,2,0,0,20,11734800,0,0,0,1,0,0,0
1696,2,1,1,1,16,9719120,0,0,0,1,0,0,0
1727,2,1,1,0,50,13281650,0,0,0,0,0,0,1
813,1,1,1,1,33,9512350,0,0,1,0,0,0,0
1998,2,1,2,1,5,22401070,0,1,0,0,0,0,0
1961,3,2,0,1,16,12616740,0,0,0,1,0,0,0
2298,4,2,0,0,29,12631140,0,0,0,1,0,0,0
1544,2,2,0,0,10,13846250,0,0,0,0,1,0,0
1930,2,1,2,0,19,20695180,0,1,0,0,0,0,0
642,1,1,0,1,10,8121150,1,0,0,0,0,0,0
1066,1,1,1,0,19,11205450,0,0,1,0,0,0,0
1673,1,1,2,1,40,14702890,0,1,0,0,0,0,0
1829,2,1,2,1,33,13177330,0,1,0,0,0,0,0
616,1,1,0,0,30,6805500,0,0,0,0,1,0,0
713,1,1,0,0,37,7148255,1,0,0,0,0,0,0
838,1,1,1,0,25,8371810,0,0,1,0,0,0,0
1804,3,2,0,1,8,14524030,0,0,0,0,0,0,1
1840,2,1,2,1,29,13802880,0,1,0,0,0,0,0
876,1,1,1,1,17,7945255,1,0,0,0,0,0,0
1213,1,1,1,0,35,6628625,0,0,0,0,1,0,0
1541,2,1,1,0,45,5574400,0,0,0,0,0,0,1
1401,2,2,0,0,41,7900250,0,0,0,0,1,0,0
1637,2,1,1,0,18,8621960,0,0,0,0,0,0,1
1299,2,1,1,1,4,11845200,0,0,1,0,0,0,0
1160,1,1,1,0,43,9516250,0,0,0,0,1,0,0
770,1,1,0,1,11,8558000,0,0,1,0,0,0,0
1496,2,2,0,1,22,9789500,0,0,0,0,1,0,0
911,1,1,1,1,14,8383570,0,0,1,0,0,0,0
1763,1,1,2,1,31,12136090,0,0,0,0,0,1,0
858,1,1,1,1,19,8905710,0,0,1,0,0,0,0
1943,3,2,0,0,28,15165030,0,0,0,0,0,0,1
1920,3,2,0,0,52,8905640,0,0,0,0,0,0,1
672,1,1,0,1,18,5623500,0,0,0,0,1,0,0
912,1,1,1,1,7,9962690,0,0,1,0,0,0,0
584,1,1,0,1,44,5109750,0,0,0,0,1,0,0
2222,4,2,0,1,5,18726320,0,0,0,1,0,0,0
1939,2,1,2,1,28,21198330,0,1,0,0,0,0,0
1420,2,2,0,0,6,7132750,0,0,0,0,1,0,0
1993,2,1,2,1,36,13575070,0,1,0,0,0,0,0
1818,2,1,2,1,28,13267610,0,0,0,0,0,1,0
1459,2,2,0,1,50,9605500,0,0,0,0,1,0,0
1889,3,2,0,1,20,8941450,0,0,0,0,0,0,1
1155,1,1,1,1,18,9784500,0,0,1,0,0,0,0
1707,1,1,2,1,25,20399250,0,1,0,0,0,0,0
896,1,1,1,0,16,6226140,1,0,0,0,0,0,0
1972,3,2,0,0,14,10282630,0,0,0,0,0,0,1
1506,2,1,1,1,41,8202120,0,0,0,0,0,0,1
868,1,1,1,1,37,8634900,0,0,1,0,0,0,0
1661,1,1,2,1,18,18792260,0,1,0,0,0,0,0
962,1,1,1,1,15,12288650,0,0,1,0,0,0,0
1609,2,1,1,1,22,11311420,0,0,0,1,0,0,0
1250,2,1,1,1,4,10236350,0,0,1,0,0,0,0
1796,1,1,2,1,44,13800280,0,1,0,0,0,0,0
909,1,1,1,0,27,5844625,0,0,0,0,1,0,0
1930,3,2,0,0,44,11853530,0,0,0,0,0,0,1
2000,2,1,2,0,22,21336660,0,1,0,0,0,0,0
949,1,1,1,1,27,6620420,1,0,0,0,0,0,0
1639,1,1,2,0,39,17976550,0,1,0,0,0,0,0
923,1,1,1,1,38,7681650,0,0,1,0,0,0,0
502,1,1,0,0,18,5358500,0,0,0,0,1,0,0
1511,2,1,1,1,16,10369970,0,0,0,0,0,0,1
873,1,1,1,1,12,12590580,1,0,0,0,0,0,0
2155,3,2,0,0,24,11217480,0,0,0,1,0,0,0
647,1,1,0,1,16,7204440,1,0,0,0,0,0,0
934,1,1,1,1,21,9387330,0,0,1,0,0,0,0
2251,4,2,0,1,26,12992320,0,0,0,1,0,0,0
670,1,1,0,1,20,4513000,0,0,0,0,1,0,0
1343,2,2,0,0,36,7585000,0,0,0,0,1,0,0
1021,1,1,1,1,18,12605100,0,0,1,0,0,0,0
882,1,1,0,0,48,5447000,0,0,0,0,1,0,0
1573,2,1,1,0,20,8024600,0,0,0,0,0,0,1
1979,2,1,2,0,20,20203750,0,1,0,0,0,0,0
1926,2,1,2,0,31,21006920,0,0,0,0,0,1,0
1347,2,2,0,0,49,6374000,0,0,0,0,1,0,0
1760,1,1,2,1,28,19430380,0,0,0,0,0,1,0
1776,2,1,1,1,24,15140080,0,0,0,1,0,0,0
1037,1,1,1,1,12,9966200,0,0,1,0,0,0,0
1365,2,2,0,1,6,7729875,0,0,0,0,1,0,0
1179,1,1,1,0,14,10175500,0,0,0,0,1,0,0
1514,1,1,2,1,9,11978250,0,1,0,0,0,0,0
1103,1,1,1,1,11,13622050,0,0,1,0,0,0,0
878,1,1,1,0,36,8960460,0,0,1,0,0,0,0
1571,1,1,2,0,33,17542930,0,1,0,0,0,0,0
1502,2,1,1,0,53,7489210,0,0,0,0,0,0,1
1737,2,1,1,0,7,7688390,0,0,0,0,0,0,1
1252,1,1,1,1,10,9951000,0,0,0,0,1,0,0
1584,2,2,0,1,28,6972000,0,0,0,0,1,0,0
1658,1,1,2,0,42,12547180,0,1,0,0,0,0,0
1833,2,1,2,1,28,21926630,0,1,0,0,0,0,0
1057,1,1,1,1,33,10186950,0,0,1,0,0,0,0
871,1,1,0,0,19,6491375,0,0,0,0,1,0,0
844,1,1,1,0,19,7676730,0,0,1,0,0,0,0
1741,1,1,2,0,33,20560910,0,1,0,0,0,0,0
2497,4,2,0,1,22,14367780,0,0,0,1,0,0,0
1265,1,1,1,0,11,6927750,0,0,0,0,1,0,0
1769,1,1,2,1,21,15502160,0,1,0,0,0,0,0
1902,2,1,2,1,27,13780420,0,0,0,0,0,1,0
1895,3,2,0,0,22,16234440,0,0,0,1,0,0,0
1531,2,1,1,1,16,13926940,0,0,0,1,0,0,0
1838,3,2,0,0,53,9660660,0,0,0,0,0,0,1
1288,2,2,0,0,13,10621695,1,0,0,0,0,0,0
1738,1,1,2,0,42,13104880,0,1,0,0,0,0,0
1010,1,1,1,1,43,6787250,0,0,0,0,1,0,0
909,1,1,1,0,7,9812105,1,0,0,0,0,0,0
1635,2,1,1,1,35,13836800,0,0,0,0,0,0,1
744,1,1,0,0,48,5236000,0,0,0,0,1,0,0
945,1,1,1,0,17,4941000,0,0,0,0,1,0,0
1063,1,1,1,1,30,10072650,0,0,1,0,0,0,0
1823,2,1,2,0,42,19103360,0,1,0,0,0,0,0
1358,2,1,1,0,14,9324040,0,0,0,1,0,0,0
1870,3,2,0,0,28,8543280,0,0,0,0,0,0,1
1207,2,1,1,0,33,8929340,0,0,1,0,0,0,0
1892,2,1,2,0,5,13082710,0,1,0,0,0,0,0
1857,3,2,0,0,31,10738570,0,0,0,0,0,0,1
1296,2,2,0,1,27,11651505,1,0,0,0,0,0,0
1012,1,1,1,1,27,8331850,0,0,1,0,0,0,0
733,1,1,0,0,23,7319850,0,0,1,0,0,0,0
1224,1,1,1,1,35,11543250,0,0,0,0,1,0,0
1587,2,1,1,0,52,7299610,0,0,0,0,0,0,1
858,1,1,1,0,17,8617960,0,0,1,0,0,0,0
830,1,1,1,1,39,11842250,0,0,1,0,0,0,0
1665,2,1,1,0,44,7516880,0,0,0,0,0,0,1
1003,1,1,1,1,26,12344390,1,0,0,0,0,0,0
867,1,1,1,1,28,9455790,0,0,1,0,0,0,0
1081,1,1,1,1,3,10908570,0,0,1,0,0,0,0
1976,3,2,0,1,49,15256080,0,0,0,0,0,0,1
1118,1,1,1,0,37,8688350,0,0,1,0,0,0,0
1283,1,1,1,0,34,8177125,0,0,0,0,1,0,0
889,1,1,1,1,23,11546650,0,0,1,0,0,0,0
2236,4,2,0,1,24,12734420,0,0,0,1,0,0,0
2113,3,2,0,0,17,16129140,0,0,0,1,0,0,0
1843,2,1,2,0,33,20889760,0,0,0,0,0,1,0
1795,3,2,0,1,10,11511100,0,0,0,1,0,0,0
1070,1,1,1,0,33,7770395,1,0,0,0,0,0,0
1545,1,1,2,0,31,16838870,0,0,0,0,0,1,0
1700,2,1,1,1,22,14602040,0,0,0,0,0,0,1
1511,1,1,2,0,10,12703130,0,0,0,0,0,1,0
1104,1,1,1,0,14,8265980,0,0,1,0,0,0,0
771,1,1,0,0,5,8358575,1,0,0,0,0,0,0
1605,2,1,1,1,7,10918260,0,0,0,1,0,0,0
1558,1,1,2,1,10,11950360,0,1,0,0,0,0,0
1550,2,1,1,0,7,9084140,0,0,0,1,0,0,0
853,1,1,1,1,17,11278550,0,0,1,0,0,0,0
948,1,1,1,1,39,7168585,1,0,0,0,0,0,0
942,1,1,1,1,41,5255750,0,0,0,0,1,0,0
1102,1,1,1,0,27,8446600,0,0,1,0,0,0,0
823,1,1,1,1,13,7791750,0,0,1,0,0,0,0
1792,1,1,2,1,17,14993670,0,0,0,0,0,1,0
871,1,1,1,1,30,8742520,0,0,1,0,0,0,0
1644,2,1,1,1,23,7866010,0,0,0,0,0,0,1
1081,1,1,1,1,10,8847900,0,0,1,0,0,0,0
1759,2,1,1,0,18,10392560,0,0,0,1,0,0,0
1611,1,1,2,1,27,14309040,0,1,0,0,0,0,0
1138,1,1,1,1,27,10032310,0,0,1,0,0,0,0
1886,2,1,2,1,18,20007810,0,1,0,0,0,0,0
2207,3,2,0,0,24,10327100,0,0,0,1,0,0,0
1678,2,1,1,0,24,13239280,0,0,0,1,0,0,0
886,1,1,1,1,17,13510550,0,0,1,0,0,0,0
1691,1,1,2,0,23,18132160,0,1,0,0,0,0,0
1278,2,2,0,0,24,11818860,1,0,0,0,0,0,0
1835,2,1,2,1,10,20990270,0,0,0,0,0,1,0
1827,2,1,2,0,43,12184280,0,1,0,0,0,0,0
922,1,1,1,1,42,6660500,0,0,0,0,1,0,0
1207,2,1,1,0,30,13690650,0,0,1,0,0,0,0
870,1,1,1,1,33,8169350,0,0,1,0,0,0,0
1651,2,1,1,0,18,7102330,0,0,0,0,0,0,1
846,1,1,1,0,27,8425520,1,0,0,0,0,0,0
1085,1,1,1,0,37,12732500,0,0,1,0,0,0,0
1166,1,1,1,1,12,14814550,0,0,1,0,0,0,0
601,1,1,0,0,18,6059870,1,0,0,0,0,0,0
711,1,1,0,0,47,4188750,0,0,0,0,1,0,0
1005,1,1,1,1,9,8536600,0,0,1,0,0,0,0
1554,2,1,1,0,12,8359690,0,0,0,0,0,0,1
1245,1,1,1,1,28,10972000,0,0,0,0,1,0,0
1783,2,1,1,1,28,11793060,0,0,0,0,0,0,1
909,1,1,1,0,4,8083950,0,0,1,0,0,0,0
1214,2,1,1,0,27,12840250,0,0,1,0,0,0,0
1743,2,1,1,1,44,9392380,0,0,0,0,0,0,1
1035,1,1,1,0,3,13223000,0,0,1,0,0,0,0
1848,2,1,2,1,16,14328620,0,0,0,0,0,1,0
1880,3,2,0,1,31,15189120,0,0,0,0,0,0,1
1790,1,1,2,1,39,13715380,0,0,0,0,0,1,0
862,1,1,1,1,4,13281200,0,0,1,0,0,0,0
927,1,1,1,0,15,11316450,0,0,1,0,0,0,0
1088,1,1,1,0,19,7525650,0,0,1,0,0,0,0
