AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE
Adyar,1271,2,2,0,0,12,9226180
Velachery,1628,2,1,1,0,25,7195550
TNagar,1553,1,1,2,1,15,18365420
Karapakkam,633,1,1,0,0,47,5648000
Chromepet,796,1,1,0,1,16,8992520
Velachery,1794,2,1,1,0,29,10485480
Velachery,1726,2,1,1,1,17,8001610
Velachery,1644,2,1,1,1,30,10138550
KKNagar,2471,4,2,0,0,22,12529240
Karapakkam,1122,1,1,1,1,16,8904750
AnnaNagar,1906,2,1,2,1,17,14737720
KKNagar,1420,2,1,1,0,20,13798400
Velachery,1755,2,1,1,1,15,14615700
Velachery,1686,2,1,1,0,25,13495120
KKNagar,2053,3,2,0,0,17,12034000
AnnaNagar,1772,1,1,2,0,27,20334690
Chromepet,918,1,1,1,0,9,10781300
Chromepet,861,1,1,1,1,5,9512550
Karapakkam,1091,1,1,1,0,34,8994500
Chromepet,1093,1,1,1,1,34,9354900
Velachery,1860,3,2,0,1,6,14830590
Velachery,1908,3,2,0,0,52,10195310
Velachery,1555,2,1,1,0,26,13027020
Chromepet,1139,1,1,1,0,14,8602280
Adyar,982,1,1,1,1,23,6515045
Chromepet,875,1,1,1,1,24,9749000
Karapakkam,1631,2,2,0,1,28,9009500
Velachery,1615,2,1,1,1,9,10873880
Chromepet,942,1,1,1,0,4,8017350
Karapakkam,1537,2,2,0,0,48,8474250
Adyar,961,1,1,1,0,36,12505440
Velachery,1901,3,2,0,1,10,8567050
Karapakkam,641,1,1,0,0,4,4256250
Velachery,1538,2,1,1,0,22,11133440
Chromepet,1188,1,1,1,1,5,9884750
Chromepet,1068,1,1,1,0,12,12443800
Chromepet,1034,1,1,1,1,35,8445450
Adyar,619,1,1,0,1,35,7387625
TNagar,1762,1,1,2,0,5,19848170
Chromepet,1100,1,1,1,1,8,8224000
Velachery,1860,3,2,0,1,55,13473750
Adyar,753,1,1,0,1,8,8728635
AnnaNagar,1636,1,1,2,1,39,11781050
KKNagar,2074,3,2,0,1,27,11739740
TNagar,1533,1,1,2,0,21,12613410
Velachery,1530,2,1,1,0,22,12656590
Chromepet,825,1,1,1,1,31,11585000
Velachery,1794,2,1,1,0,11,8474920
Karapakkam,1267,1,1,1,1,18,8965500
KKNagar,1891,3,2,0,1,25,16077100
AnnaNagar,1896,2,1,2,1,4,21750600
Chromepet,1223,2,1,1,0,21,9818010
KKNagar,1724,2,1,1,1,18,16196760
Adyar,1072,1,1,1,1,9,11547935
Adyar,634,1,1,0,0,28,6690720
Velachery,1767,2,1,1,1,48,9755310
Chromepet,1273,2,1,1,0,38,9991510
Karapakkam,1275,1,1,1,1,18,6909125
Karapakkam,1047,1,1,1,1,32,7065000
AnnaNagar,1597,1,1,2,1,21,12514070
Karapakkam,1586,2,2,0,1,24,9779750
KKNagar,2327,4,2,0,1,18,18610560
KKNagar,2008,3,2,0,0,8,16478960
KKNagar,1303,1,1,1,1,18,9356020
Adyar,846,1,1,1,0,24,5576560
Karapakkam,1428,2,2,0,1,33,10214750
Chromepet,877,1,1,1,0,6,11046700
Velachery,1751,2,1,1,1,36,10753720
AnnaNagar,1738,1,1,2,1,36,19240920
Adyar,985,1,1,1,1,20,9715800
Adyar,766,1,1,0,1,20,7638500
Karapakkam,1196,1,1,1,1,49,7955250
Chromepet,1128,1,1,1,1,8,10897710
Chromepet,1092,1,1,1,0,31,7877290
KKNagar,1973,3,2,0,1,17,12781400
KKNagar,2447,4,2,0,1,25,13572840
Velachery,1736,2,1,1,0,45,9053300
Velachery,1559,2,1,1,1,48,12999460
AnnaNagar,1708,1,1,2,1,15,12590750
Karapakkam,517,1,1,0,0,40,6830000
Karapakkam,1403,2,2,0,0,12,11971000
Karapakkam,1085,1,1,1,1,17,9832750
Karapakkam,510,1,1,0,0,23,6249500
Chromepet,1291,2,1,1,0,37,9302420
Velachery,1961,3,2,0,1,53,15931810
Adyar,766,1,1,0,0,10,10605950
Adyar,1169,1,1,1,1,40,15089800
Karapakkam,1401,2,2,0,1,9,8802250
Chromepet,946,1,1,1,0,7,11659850
Adyar,829,1,1,1,1,37,8713470
KKNagar,2276,4,2,0,0,15,17426900
TNagar,1861,2,1,2,0,14,14480160
Velachery,1616,2,1,1,1,51,8860120
Karapakkam,1505,2,2,0,0,15,8461750
Karapakkam,1072,1,1,1,1,39,6677000
Karapakkam,1253,1,1,1,0,14,8967625
Velachery,1859,3,2,0,0,22,11347040
Velachery,1805,3,2,0,0,41,13461540
Chromepet,1274,2,1,1,0,6,11289880
TNagar,1709,1,1,2,0,17,19959060
AnnaNagar,1909,2,1,2,0,9,13381530
Velachery,1591,2,1,1,0,38,13522410
Velachery,1674,2,1,1,1,17,14376860
AnnaNagar,1730,1,1,2,0,16,13937920
Karapakkam,838,1,1,0,1,22,5448750
Velachery,1718,2,1,1,1,11,16246070
Velachery,1863,3,2,0,1,48,11077460
Chromepet,746,1,1,0,1,18,8834250
Chromepet,940,1,1,1,0,16,9446200
TNagar,1569,1,1,2,0,12,12196510
KKNagar,2219,3,2,0,1,7,12382360
Karapakkam,843,1,1,0,0,12,5016625
TNagar,1779,1,1,2,0,20,13081220
Karapakkam,543,1,1,0,0,10,4521500
KKNagar,2215,3,2,0,0,6,17812120
Karapakkam,551,1,1,0,1,39,5162250
Karapakkam,692,1,1,0,1,33,4485750
KKNagar,2432,4,2,0,1,24,13849520
Chromepet,892,1,1,1,0,31,10753200
KKNagar,1734,2,1,1,1,24,15722880
Adyar,944,1,1,1,0,24,7028960
Velachery,1924,3,2,0,1,25,11095900
AnnaNagar,1688,1,1,2,0,39,10560230
KKNagar,1721,2,1,1,0,8,10728800
Chromepet,745,1,1,0,1,39,10609450
Karapakkam,1590,2,2,0,1,30,11415250
KKNagar,1719,2,1,1,1,10,15598600
Chromepet,838,1,1,1,1,6,7812900
KKNagar,1941,3,2,0,0,6,12045160
Chromepet,1215,2,1,1,0,8,10569900
Karapakkam,926,1,1,1,1,15,5561250
AnnaNagar,1609,1,1,2,0,6,11671660
Chromepet,1226,2,1,1,1,9,10133720
KKNagar,1478,2,1,1,0,24,10119880
Chromepet,1041,1,1,1,1,6,13933850
Karapakkam,1420,2,2,0,0,50,8222000
AnnaNagar,1933,2,1,2,0,27,22593290
Chromepet,1093,1,1,1,0,18,9652510
Velachery,1683,2,1,1,0,30,8581000
Adyar,1165,1,1,1,1,23,7605945
Chromepet,1083,1,1,1,0,39,13129250
KKNagar,2004,3,2,0,0,17,10047540
Chromepet,1102,1,1,1,1,30,8911850
Velachery,1565,2,1,1,1,38,13874910
TNagar,1938,2,1,2,0,19,12798530
Velachery,1615,2,1,1,0,8,9003860
Karapakkam,746,1,1,0,1,38,9029500
Chromepet,824,1,1,1,1,6,11570100
KKNagar,2432,4,2,0,1,16,13902360
Karapakkam,645,1,1,0,0,34,7575500
Velachery,1850,3,2,0,1,18,9150230
KKNagar,1985,3,2,0,0,20,9893420
Karapakkam,1031,1,1,1,1,14,7121000
Velachery,1604,2,1,1,0,30,6334300
Adyar,640,1,1,0,1,29,8739135
AnnaNagar,1666,1,1,2,1,19,13390780
Karapakkam,770,1,1,0,1,49,6386750
TNagar,1815,2,1,2,1,11,21165570
KKNagar,2203,3,2,0,1,22,18055240
Karapakkam,1194,1,1,1,0,34,6501500
Velachery,1832,3,2,0,0,12,12583340
Karapakkam,639,1,1,0,0,27,7112250
AnnaNagar,1638,1,1,2,0,19,10983530
Velachery,1800,2,1,1,0,27,15728210
Karapakkam,909,1,1,1,1,16,10578000
Karapakkam,1184,1,1,1,1,36,8425000
Velachery,1803,3,2,0,1,31,11541320
Chromepet,713,1,1,0,0,24,7865000
Velachery,1624,2,1,1,1,20,7269300
Adyar,1077,1,1,1,1,28,9801720
KKNagar,1729,2,1,1,0,26,8896740
Chromepet,1065,1,1,1,0,10,12311250
AnnaNagar,1671,1,1,2,1,26,12256520
Karapakkam,510,1,1,0,1,42,6583500
Adyar,1181,1,1,1,0,24,8557760
Chromepet,758,1,1,0,0,16,9440800
KKNagar,2156,3,2,0,1,14,12558620
KKNagar,2004,3,2,0,1,25,12074700
Chromepet,1067,1,1,1,1,26,8299100
Chromepet,1085,1,1,1,0,23,8434850
Adyar,1064,1,1,1,0,11,14038465
Chromepet,739,1,1,0,0,22,9729650
AnnaNagar,1829,2,1,2,1,29,12627130
TNagar,1637,1,1,2,1,43,11905180
Adyar,763,1,1,0,0,35,8182525
Adyar,1138,1,1,1,0,23,7704145
AnnaNagar,1724,1,1,2,1,22,12952940
Chromepet,1017,1,1,1,1,13,9255790
Karapakkam,732,1,1,0,0,50,3974000
Velachery,1926,3,2,0,0,41,9477620
Chromepet,958,1,1,1,0,24,9318660
Velachery,1938,3,2,0,0,43,8328830
Karapakkam,1362,2,2,0,0,38,8358250
Velachery,1627,2,1,1,0,15,8748900
Karapakkam,737,1,1,0,0,34,6030000
Chromepet,726,1,1,0,0,19,11227800
KKNagar,2189,3,2,0,1,16,11132540
Adyar,890,1,1,1,1,31,11045865
Chromepet,810,1,1,1,0,8,7561350
Karapakkam,1592,2,2,0,1,7,6433250
Adyar,1245,2,2,0,0,9,8352235
KKNagar,1479,2,1,1,0,21,13025840
Chromepet,1259,2,1,1,1,34,12017530
KKNagar,2042,3,2,0,1,15,12386540
Karapakkam,663,1,1,0,1,27,9938250
KKNagar,2439,4,2,0,1,6,13774720
TNagar,1888,2,1,2,1,42,14042030
Karapakkam,1655,2,2,0,1,26,11697500
Adyar,1197,1,1,1,1,28,8116035
Adyar,966,1,1,1,1,5,12584475
Karapakkam,807,1,1,0,0,31,3953125
Chromepet,862,1,1,1,1,15,11637200
Velachery,1625,2,1,1,0,13,14013210
Chromepet,1143,1,1,1,0,22,12525300
Chromepet,967,1,1,1,1,12,14064400
Chromepet,1168,1,1,1,1,38,13063900
Velachery,1744,2,1,1,0,7,15120240
Velachery,1966,3,2,0,0,13,11354230
Velachery,1722,2,1,1,1,17,10728940
Velachery,1541,2,1,1,1,52,7851840
KKNagar,1409,2,1,1,0,23,8545660
KKNagar,1936,3,2,0,1,11,16549820
KKNagar,2474,4,2,0,0,11,12913500
Chromepet,1217,2,1,1,0,37,8829350
Chromepet,1057,1,1,1,1,29,13875150
Chromepet,955,1,1,1,0,22,12610500
TNagar,1608,1,1,2,1,38,19359180
Chromepet,1010,1,1,1,0,37,7368100
Chromepet,1170,1,1,1,0,34,14029100
Karapakkam,982,1,1,1,1,44,5028250
Karapakkam,763,1,1,0,0,27,6321500
Adyar,778,1,1,0,0,33,5856595
Karapakkam,1502,2,2,0,1,19,7825250
Adyar,1110,1,1,1,1,11,10708380
Chromepet,759,1,1,0,0,29,7372180
AnnaNagar,1789,1,1,2,1,34,21512830
Velachery,1884,3,2,0,1,20,15533370
Chromepet,1181,1,1,1,1,9,11371920
KKNagar,1567,2,1,1,0,12,10388980
Karapakkam,686,1,1,0,0,37,4762750
Velachery,1630,2,1,1,0,23,8689410
KKNagar,1503,2,1,1,1,10,10790620
Velachery,1754,2,1,1,1,18,11481960
Karapakkam,1299,1,1,1,0,49,8259750
Chromepet,983,1,1,1,1,30,9346410
TNagar,1708,1,1,2,1,34,20841430
Chromepet,1230,2,1,1,1,22,15118500
Velachery,1760,2,1,1,1,5,15202400
Chromepet,1180,1,1,1,1,39,8628250
TNagar,1915,2,1,2,1,38,15486610
Karapakkam,1533,2,2,0,0,47,11377000
Karapakkam,534,1,1,0,0,29,5378000
KKNagar,1404,2,1,1,1,22,10334640
Chromepet,949,1,1,1,1,13,7774950
Velachery,1876,3,2,0,0,15,9235150
Chromepet,753,1,1,0,1,39,9266600
Chromepet,993,1,1,1,1,20,9404600
Karapakkam,1257,1,1,1,0,8,6771500
Chromepet,1280,2,1,1,1,26,15311500
KKNagar,1337,2,1,1,1,16,9389920
KKNagar,2325,4,2,0,0,22,11948440
Velachery,1946,3,2,0,1,21,12129270
AnnaNagar,1719,1,1,2,1,45,11681650
Velachery,1636,2,1,1,1,37,15224290
Chromepet,1264,2,1,1,1,23,15490850
Karapakkam,780,1,1,0,1,30,7608500
KKNagar,2178,3,2,0,0,29,17268380
Karapakkam,1232,1,1,1,1,25,7500750
Karapakkam,762,1,1,0,0,23,3608250
TNagar,1934,2,1,2,1,8,14019480
Adyar,978,1,1,1,0,26,10283690
KKNagar,2248,4,2,0,0,22,11109840
AnnaNagar,1991,2,1,2,0,12,21350340
Karapakkam,573,1,1,0,1,32,5582500
KKNagar,2496,4,2,0,1,27,20231160
KKNagar,1931,3,2,0,0,16,10770140
Karapakkam,652,1,1,0,0,6,4664500
Chromepet,770,1,1,0,1,12,8086750
Karapakkam,1323,1,1,1,0,30,10049250
KKNagar,2180,3,2,0,0,26,11237140
KKNagar,2458,4,2,0,0,28,18763360
Velachery,1684,2,1,1,1,16,10088120
AnnaNagar,1556,1,1,2,0,5,18286600
Karapakkam,526,1,1,0,1,13,6956750
Chromepet,714,1,1,0,1,36,10312400
Karapakkam,748,1,1,0,0,34,5699500
Adyar,635,1,1,0,0,40,6036800
Chromepet,1137,1,1,1,1,19,10145540
Karapakkam,1132,1,1,1,1,16,7387000
AnnaNagar,1804,2,1,2,1,21,13073340
KKNagar,2327,4,2,0,0,17,11494940
KKNagar,1966,3,2,0,1,20,12383920
Karapakkam,552,1,1,0,0,21,6624750
KKNagar,1862,3,2,0,0,16,15087520
Velachery,1640,2,1,1,1,37,10295890
Chromepet,1232,2,1,1,1,14,15414900
Chromepet,799,1,1,0,1,32,8172980
Karapakkam,1114,1,1,1,0,25,5360500
Karapakkam,1444,2,2,0,0,35,6613250
KKNagar,2369,4,2,0,1,9,13250400
Karapakkam,1642,2,2,0,0,41,12829750
Chromepet,771,1,1,0,0,8,10724600
Velachery,1595,2,1,1,1,13,9524080
TNagar,1766,1,1,2,1,37,20283340
Velachery,1692,2,1,1,1,24,9427130
TNagar,1827,2,1,2,1,35,21340820
Chromepet,1256,2,1,1,0,11,8547800
Velachery,1892,3,2,0,0,45,10412770
TNagar,1541,1,1,2,1,32,18197010
Adyar,798,1,1,0,0,26,6350490
Velachery,1845,3,2,0,1,52,10104040
AnnaNagar,1519,1,1,2,0,32,12336310
Adyar,950,1,1,1,1,9,10978335
Karapakkam,910,1,1,1,0,5,6721750
Karapakkam,828,1,1,0,0,22,7031000
AnnaNagar,1551,1,1,2,0,32,11925160
Chromepet,831,1,1,1,1,17,9732220
Chromepet,1196,1,1,1,0,10,12787100
Karapakkam,1589,2,2,0,0,40,7242250
AnnaNagar,1874,2,1,2,1,28,14635980
TNagar,1867,2,1,2,1,33,20581260
TNagar,1909,2,1,2,1,15,20600300
Adyar,672,1,1,0,0,19,4456285
AnnaNagar,1997,2,1,2,0,23,21744380
AnnaNagar,1700,1,1,2,0,22,13342960
KKNagar,1934,3,2,0,1,20,16063820
AnnaNagar,1716,1,1,2,0,5,19151250
Chromepet,736,1,1,0,0,32,8817800
Velachery,1505,2,1,1,0,39,8239330
Adyar,689,1,1,0,1,4,6946275
Chromepet,862,1,1,1,0,39,7215190
Karapakkam,1320,1,1,1,1,27,7774000
KKNagar,2300,4,2,0,0,16,12369320
Velachery,1697,2,1,1,0,35,8632400
KKNagar,2178,3,2,0,0,11,10917620
Chromepet,1229,2,1,1,0,4,10107150
TNagar,1549,1,1,2,0,44,16686780
Velachery,1911,3,2,0,0,7,8051490
AnnaNagar,1654,1,1,2,0,38,12493450
Chromepet,1224,2,1,1,0,23,9598800
Karapakkam,927,1,1,1,0,25,5644750
Chromepet,1166,1,1,1,0,14,14849300
Adyar,900,1,1,1,1,12,9789995
TNagar,1924,2,1,2,0,5,13708870
Velachery,1527,2,1,1,0,15,11709470
Velachery,1773,2,1,1,0,16,7840470
KKNagar,2187,3,2,0,1,18,17735560
Velachery,1574,2,1,1,1,47,13737660
KKNagar,2235,4,2,0,1,13,18257260
Chromepet,776,1,1,0,1,17,11711950
Adyar,1030,1,1,1,1,25,13840875
Chromepet,791,1,1,0,1,5,8747420
AnnaNagar,1600,1,1,2,0,34,18127850
Chromepet,1270,2,1,1,0,18,8572850
Chromepet,1150,1,1,1,0,14,8882750
KKNagar,2369,4,2,0,1,28,19436960
AnnaNagar,1814,2,1,2,1,23,20421310
TNagar,1925,2,1,2,0,14,22499550
Karapakkam,1217,1,1,1,1,4,5710250
AnnaNagar,1668,1,1,2,0,21,10839370
Velachery,1668,2,1,1,1,50,10249920
Karapakkam,1435,2,2,0,1,40,10813000
Adyar,762,1,1,0,0,35,7283940
Velachery,1816,3,2,0,0,26,9423970
Chromepet,1255,2,1,1,0,36,10222950
KKNagar,2011,3,2,0,1,28,12914980
Velachery,1874,3,2,0,1,26,14057920
Velachery,1743,2,1,1,0,17,12498160
AnnaNagar,1545,1,1,2,1,22,19030440
Chromepet,782,1,1,0,1,8,11934800
Karapakkam,1349,2,2,0,1,5,7141125
KKNagar,2443,4,2,0,0,20,11734800
KKNagar,1696,2,1,1,1,16,9719120
Velachery,1727,2,1,1,0,50,13281650
Chromepet,813,1,1,1,1,33,9512350
AnnaNagar,1998,2,1,2,1,5,22401070
KKNagar,1961,3,2,0,1,16,12616740
KKNagar,2298,4,2,0,0,29,12631140
Karapakkam,1544,2,2,0,0,10,13846250
AnnaNagar,1930,2,1,2,0,19,20695180
Adyar,642,1,1,0,1,10,8121150
Chromepet,1066,1,1,1,0,19,11205450
AnnaNagar,1673,1,1,2,1,40,14702890
AnnaNagar,1829,2,1,2,1,33,13177330
Karapakkam,616,1,1,0,0,30,6805500
Adyar,713,1,1,0,0,37,7148255
Chromepet,838,1,1,1,0,25,8371810
Velachery,1804,3,2,0,1,8,14524030
AnnaNagar,1840,2,1,2,1,29,13802880
Adyar,876,1,1,1,1,17,7945255
Karapakkam,1213,1,1,1,0,35,6628625
Velachery,1541,2,1,1,0,45,5574400
Karapakkam,1401,2,2,0,0,41,7900250
Velachery,1637,2,1,1,0,18,8621960
Chromepet,1299,2,1,1,1,4,11845200
Karapakkam,1160,1,1,1,0,43,9516250
Chromepet,770,1,1,0,1,11,8558000
Karapakkam,1496,2,2,0,1,22,9789500
Chromepet,911,1,1,1,1,14,8383570
TNagar,1763,1,1,2,1,31,12136090
Chromepet,858,1,1,1,1,19,8905710
Velachery,1943,3,2,0,0,28,15165030
Velachery,1920,3,2,0,0,52,8905640
Karapakkam,672,1,1,0,1,18,5623500
Chromepet,912,1,1,1,1,7,9962690
Karapakkam,584,1,1,0,1,44,5109750
KKNagar,2222,4,2,0,1,5,18726320
AnnaNagar,1939,2,1,2,1,28,21198330
Karapakkam,1420,2,2,0,0,6,7132750
AnnaNagar,1993,2,1,2,1,36,13575070
TNagar,1818,2,1,2,1,28,13267610
Karapakkam,1459,2,2,0,1,50,9605500
Velachery,1889,3,2,0,1,20,8941450
Chromepet,1155,1,1,1,1,18,9784500
AnnaNagar,1707,1,1,2,1,25,20399250
Adyar,896,1,1,1,0,16,6226140
Velachery,1972,3,2,0,0,14,10282630
Velachery,1506,2,1,1,1,41,8202120
Chromepet,868,1,1,1,1,37,8634900
AnnaNagar,1661,1,1,2,1,18,18792260
Chromepet,962,1,1,1,1,15,12288650
KKNagar,1609,2,1,1,1,22,11311420
Chromepet,1250,2,1,1,1,4,10236350
AnnaNagar,1796,1,1,2,1,44,13800280
Karapakkam,909,1,1,1,0,27,5844625
Velachery,1930,3,2,0,0,44,11853530
AnnaNagar,2000,2,1,2,0,22,21336660
Adyar,949,1,1,1,1,27,6620420
AnnaNagar,1639,1,1,2,0,39,17976550
Chromepet,923,1,1,1,1,38,7681650
Karapakkam,502,1,1,0,0,18,5358500
Velachery,1511,2,1,1,1,16,10369970
Adyar,873,1,1,1,1,12,12590580
KKNagar,2155,3,2,0,0,24,11217480
Adyar,647,1,1,0,1,16,7204440
Chromepet,934,1,1,1,1,21,9387330
KKNagar,2251,4,2,0,1,26,12992320
Karapakkam,670,1,1,0,1,20,4513000
Karapakkam,1343,2,2,0,0,36,7585000
Chromepet,1021,1,1,1,1,18,12605100
Karapakkam,882,1,1,0,0,48,5447000
Velachery,1573,2,1,1,0,20,8024600
AnnaNagar,1979,2,1,2,0,20,20203750
TNagar,1926,2,1,2,0,31,21006920
Karapakkam,1347,2,2,0,0,49,6374000
TNagar,1760,1,1,2,1,28,19430380
KKNagar,1776,2,1,1,1,24,15140080
Chromepet,1037,1,1,1,1,12,9966200
Karapakkam,1365,2,2,0,1,6,7729875
Karapakkam,1179,1,1,1,0,14,10175500
AnnaNagar,1514,1,1,2,1,9,11978250
Chromepet,1103,1,1,1,1,11,13622050
Chromepet,878,1,1,1,0,36,8960460
AnnaNagar,1571,1,1,2,0,33,17542930
Velachery,1502,2,1,1,0,53,7489210
Velachery,1737,2,1,1,0,7,7688390
Karapakkam,1252,1,1,1,1,10,9951000
Karapakkam,1584,2,2,0,1,28,6972000
AnnaNagar,1658,1,1,2,0,42,12547180
AnnaNagar,1833,2,1,2,1,28,21926630
Chromepet,1057,1,1,1,1,33,10186950
Karapakkam,871,1,1,0,0,19,6491375
Chromepet,844,1,1,1,0,19,7676730
AnnaNagar,1741,1,1,2,0,33,20560910
KKNagar,2497,4,2,0,1,22,14367780
Karapakkam,1265,1,1,1,0,11,6927750
AnnaNagar,1769,1,1,2,1,21,15502160
TNagar,1902,2,1,2,1,27,13780420
KKNagar,1895,3,2,0,0,22,16234440
KKNagar,1531,2,1,1,1,16,13926940
Velachery,1838,3,2,0,0,53,9660660
Adyar,1288,2,2,0,0,13,10621695
AnnaNagar,1738,1,1,2,0,42,13104880
Karapakkam,1010,1,1,1,1,43,6787250
Adyar,909,1,1,1,0,7,9812105
Velachery,1635,2,1,1,1,35,13836800
Karapakkam,744,1,1,0,0,48,5236000
Karapakkam,945,1,1,1,0,17,4941000
Chromepet,1063,1,1,1,1,30,10072650
AnnaNagar,1823,2,1,2,0,42,19103360
KKNagar,1358,2,1,1,0,14,9324040
Velachery,1870,3,2,0,0,28,8543280
Chromepet,1207,2,1,1,0,33,8929340
AnnaNagar,1892,2,1,2,0,5,13082710
Velachery,1857,3,2,0,0,31,10738570
Adyar,1296,2,2,0,1,27,11651505
Chromepet,1012,1,1,1,1,27,8331850
Chromepet,733,1,1,0,0,23,7319850
Karapakkam,1224,1,1,1,1,35,11543250
Velachery,1587,2,1,1,0,52,7299610
Chromepet,858,1,1,1,0,17,8617960
Chromepet,830,1,1,1,1,39,11842250
Velachery,1665,2,1,1,0,44,7516880
Adyar,1003,1,1,1,1,26,12344390
Chromepet,867,1,1,1,1,28,9455790
Chromepet,1081,1,1,1,1,3,10908570
Velachery,1976,3,2,0,1,49,15256080
Chromepet,1118,1,1,1,0,37,8688350
Karapakkam,1283,1,1,1,0,34,8177125
Chromepet,889,1,1,1,1,23,11546650
KKNagar,2236,4,2,0,1,24,12734420
KKNagar,2113,3,2,0,0,17,16129140
TNagar,1843,2,1,2,0,33,20889760
KKNagar,1795,3,2,0,1,10,11511100
Adyar,1070,1,1,1,0,33,7770395
TNagar,1545,1,1,2,0,31,16838870
Velachery,1700,2,1,1,1,22,14602040
TNagar,1511,1,1,2,0,10,12703130
Chromepet,1104,1,1,1,0,14,8265980
Adyar,771,1,1,0,0,5,8358575
KKNagar,1605,2,1,1,1,7,10918260
AnnaNagar,1558,1,1,2,1,10,11950360
KKNagar,1550,2,1,1,0,7,9084140
Chromepet,853,1,1,1,1,17,11278550
Adyar,948,1,1,1,1,39,7168585
Karapakkam,942,1,1,1,1,41,5255750
Chromepet,1102,1,1,1,0,27,8446600
Chromepet,823,1,1,1,1,13,7791750
TNagar,1792,1,1,2,1,17,14993670
Chromepet,871,1,1,1,1,30,8742520
Velachery,1644,2,1,1,1,23,7866010
Chromepet,1081,1,1,1,1,10,8847900
KKNagar,1759,2,1,1,0,18,10392560
AnnaNagar,1611,1,1,2,1,27,14309040
Chromepet,1138,1,1,1,1,27,10032310
AnnaNagar,1886,2,1,2,1,18,20007810
KKNagar,2207,3,2,0,0,24,10327100
KKNagar,1678,2,1,1,0,24,13239280
Chromepet,886,1,1,1,1,17,13510550
AnnaNagar,1691,1,1,2,0,23,18132160
Adyar,1278,2,2,0,0,24,11818860
TNagar,1835,2,1,2,1,10,20990270
AnnaNagar,1827,2,1,2,0,43,12184280
Karapakkam,922,1,1,1,1,42,6660500
Chromepet,1207,2,1,1,0,30,13690650
Chromepet,870,1,1,1,1,33,8169350
Velachery,1651,2,1,1,0,18,7102330
Adyar,846,1,1,1,0,27,8425520
Chromepet,1085,1,1,1,0,37,12732500
Chromepet,1166,1,1,1,1,12,14814550
Adyar,601,1,1,0,0,18,6059870
Karapakkam,711,1,1,0,0,47,4188750
Chromepet,1005,1,1,1,1,9,8536600
Velachery,1554,2,1,1,0,12,8359690
Karapakkam,1245,1,1,1,1,28,10972000
Velachery,1783,2,1,1,1,28,11793060
Chromepet,909,1,1,1,0,4,8083950
Chromepet,1214,2,1,1,0,27,12840250
Velachery,1743,2,1,1,1,44,9392380
Chromepet,1035,1,1,1,0,3,13223000
TNagar,1848,2,1,2,1,16,14328620
Velachery,1880,3,2,0,1,31,15189120
TNagar,1790,1,1,2,1,39,13715380
Chromepet,862,1,1,1,1,4,13281200
Chromepet,927,1,1,1,0,15,11316450
Chromepet,1088,1,1,1,0,19,7525650
Karapakkam,1362,2,2,0,0,24,7413750
TNagar,1754,1,1,2,1,28,14008530
Chromepet,1097,1,1,1,0,15,9349850
Adyar,1295,2,2,0,0,18,7527770
Velachery,1607,2,1,1,1,20,14962620
Karapakkam,1606,2,2,0,1,17,7629750
Karapakkam,1291,1,1,1,1,24,8096500
KKNagar,1418,2,1,1,1,11,9354620
KKNagar,1317,1,1,1,0,19,11548600
AnnaNagar,1832,2,1,2,0,21,20686670
Adyar,993,1,1,1,1,21,7238630
Adyar,1153,1,1,1,0,21,9814930
Chromepet,724,1,1,0,1,4,8052400
KKNagar,1582,2,1,1,1,11,9866820
Karapakkam,1115,1,1,1,0,12,9161750
Adyar,1112,1,1,1,0,33,6076595
Karapakkam,1678,2,2,0,1,45,7001750
Karapakkam,806,1,1,0,1,50,5468500
Velachery,1503,2,1,1,0,32,12089360
KKNagar,2346,4,2,0,1,13,12814080
Karapakkam,839,1,1,0,0,33,6179750
Chromepet,760,1,1,0,0,5,8523750
Karapakkam,1506,2,2,0,1,42,9940500
Velachery,1640,2,1,1,1,28,9975260
Karapakkam,896,1,1,1,1,30,6934500
Karapakkam,1409,2,2,0,1,8,8826875
KKNagar,1633,2,1,1,0,28,9751820
Chromepet,1139,1,1,1,1,15,14441850
Chromepet,1101,1,1,1,1,35,13641050
KKNagar,2396,4,2,0,1,19,12728180
Chromepet,1119,1,1,1,1,36,10386800
AnnaNagar,1857,2,1,2,1,28,15740140
TNagar,1886,2,1,2,1,14,13952630
Velachery,1692,2,1,1,0,22,10012960
Velachery,1655,2,1,1,1,9,13723030
Karapakkam,622,1,1,0,1,8,6034000
Velachery,1647,2,1,1,0,40,6866800
Adyar,1239,2,2,0,0,11,10009165
KKNagar,1471,2,1,1,1,13,11350880
KKNagar,1505,2,1,1,1,25,10005620
Adyar,693,1,1,0,0,20,6241800
Velachery,1852,3,2,0,0,44,7754200
Chromepet,1191,1,1,1,1,7,13752850
Chromepet,1061,1,1,1,1,38,10074070
KKNagar,2493,4,2,0,0,9,12152660
Chromepet,1015,1,1,1,0,9,7568500
KKNagar,1911,3,2,0,0,18,10574160
Chromepet,1287,2,1,1,0,12,9966350
Karapakkam,1576,2,2,0,1,14,9765250
Chromepet,840,1,1,1,0,21,8595550
Velachery,1626,2,1,1,1,38,9000960
Chromepet,1262,2,1,1,0,38,13214700
Chromepet,1261,2,1,1,1,20,11037750
Chromepet,1015,1,1,1,0,17,9168900
